ACK_ID,Employer Identification Number (EIN),Name of plan,Administrator's telephone number,Date of Signature of plan administrator,Name of individual signing as plan administrator,Business Code,Industry,Plan year ending date,Plan sponsor's care of Name,Plan sponsor's DFE/DBA name,Date of plan sponsor signed,Name of individual signing as plan sponsor,Company Name,Plan Sponsor's mailing address 1,Plan Sponsor's mailing address 2,Plan Sponsor's mailing city or town,Plan Sponsor's mailing state or province,Plan Sponsor's mailing ZIP or postal code,County,Sponsor's telephone number,"Total number of active participants, BOY","Total number of active participants, EOY",Total of active/retired/separated/deceased of participants entl. to benefits ,"Number of DC plan participants with account balances, EOY","Total assets, BOY","Total assets, EOY",Total benefit payments,Adminexp,Total expenses,Total fidelity bond,Amount of Contributions Received or receivable in cash from Employers,Amount of Contributions Received or receivable in cash from Others (including rollovers),Amount of Contributions Received or receivable in cash from Participants,"Participant loans, EOY",Total Corrective distributions,Total Certain deemed distributions of participant loans,Applicable welfare feature codes from the List of Plan Characteristics Codes,Applicable pension feature codes from the List of Plan Characteristics Codes,planscore,Not 404(c) Compliant,No QDIA,No automatic enrollment,Insufficient fidelity bond,No 401(k) Provision,Failed to transmit payment on time,Corrective distribution was made,No 404(c) with participant directed accts,Loss from fraud or dishonesty,ParticswithBal,ActPartics,AvgPartContrib,AvgEmpContrib,AvgBalance,plantype,ProvName1,ProvRelation1,ProvFees1,ProvPosition1,ProvName2,ProvRelation2,ProvFees2,ProvPosition2,ProvName3,ProvRelation3,ProvFees3,ProvPosition3,ProvName4,ProvRelation4,ProvFees4,ProvPosition4,ProvName5,ProvRelation5,ProvFees5,ProvPosition5,ProvName6,ProvRelation6,ProvFees6,ProvPosition6,ProvName7,ProvRelation7,ProvFees7,ProvPosition7,ProvName8,ProvRelation8,ProvFees8,ProvPosition8,ProvName9,ProvRelation9,ProvFees9,ProvPosition9,ProvName10,ProvRelation10,ProvFees10,ProvPosition10,ProvName11,ProvRelation11,ProvFees11,ProvPosition11,ProvName12,ProvRelation12,ProvFees12,ProvPosition12,ProvName13,ProvRelation13,ProvFees13,ProvPosition13,ProvName14,ProvRelation14,ProvFees14,ProvPosition14
20250819140200NAL0001181283001,710118430,MCGEHEE BANK EMPLOYEE STOCK OWNERSHIP PLAN,(870) 222-3151,20250819,JIM YOUNGBLOOD,522110,Commercial Banking,20241231,MCGEHEE BANK,,,JIM YOUNGBLOOD,MCGEHEE BANK,PO BOX 787,,MCGEHEE,AR,71654,Desha County,(870) 222-3151,27,27,43,0," $25,560,979.00 "," $31,188,479.00 "," $982,051.00 ",," $982,567.00 ",," $233,419.00 ",," $98,580.00 ",,,,,2G2J2O2Q2R2T,56,Y,,Y,Y,,,,Y,,0,27," $3,651.11 "," $8,645.15 "," $1,155,128.88 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250822122700NAL0009862034001,843298308,BRAD HALL COMPANIES 401(K) PLAN,,20250822,GLENN YEARSLEY,424700,Petroleum and Petroleum Products Merchant Wholesalers,20241231,,,,GLENN YEARSLEY,"HFI MANAGEMENT, LLC",1568 E. 17TH ST.,,IDAHO FALLS,ID,83404,Bonneville County,(208) 523-6582,"1,403","1,530","1,641",549," $24,624,500.00 "," $31,187,415.00 "," $1,656,394.00 "," $139,232.00 "," $1,856,601.00 "," $500,000.00 "," $1,514,743.00 "," $496,663.00 "," $3,056,359.00 "," $464,822.00 ",," $60,975.00 ",,2E2J2K2F2G2R3D3H,13,,Y,Y,,,Y,,,,549,1530," $1,997.62 ", $990.03 ," $56,807.68 ",DC,LPL FINANCIAL CORPORATION,SERVICE PROVIDER,"55,094",Other fees ,VOYA RETIREMENT INSURANCE AND ANNUI,SERVICE PROVIDER,34,Recordkeeping fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251009140137NAL0003974547001,472055284,PACIFIC STEEL GROUP 401(K) PLAN,,20251009,MONICA KAMOSS,238900,Other Specialty Trade Contractors,20241231,,,,MONICA KAMOSS,PACIFIC STEEL GROUP,4805 MURPHY CANYON ROAD,,SAN DIEGO,CA,92123,San Diego County,(858) 251-1106,409,348,406,283," $25,075,418.00 "," $31,109,416.00 "," $2,780,746.00 "," $38,972.00 "," $2,819,718.00 "," $500,000.00 "," $1,702,307.00 ", $ -    ," $2,110,719.00 "," $775,615.00 ", $ -    , $ -    ,,2E2F2G2J2K2T2R3B3D,69,,,Y,,,,,,,283,348," $6,065.28 "," $4,891.69 "," $109,927.27 ",DC,ONEDIGITAL INVESTMENT ADVISORS LLC,INVESTMENT ADVISOR,"37,927",Investment advisory (plan),JPMORGAN INVEST HOLDINGS LLC,RECORDKEEPER,"1,045",Recordkeeping fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250926172307NAL0008780481001,770390203,VAMG 401K PROFIT SHARING PLAN,,,,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,TODD BARBOSA,VENTURA ANESTHESIA MEDICAL GROUP,925 RANCHO VISTA LANE,,SANTA PAULA,CA,930600000,Ventura County,(805) 644-7847,19,19,30,29," $26,934,424.00 "," $31,086,127.00 "," $1,207,183.00 "," $45,632.00 "," $1,252,815.00 ",," $634,380.00 "," $125,951.00 "," $170,000.00 ",,,,,2A2E2G2J2K2R3B3D3H,65,Y,Y,Y,Y,,,,Y,,29,19," $8,947.37 "," $33,388.42 "," $1,071,935.50 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251003161603NAL0001605585001,810551631,3E RETIREMENT SAVINGS PLAN,,20251003,CARRIE KALMAR,541600,"Management, Scientific, and Technical Consulting Services",20241231,,,20251003,CARRIE KALMAR,"3E COMPANY ENVIRONMENTAL, ECOLOGICAL AND ENGINEERING","3207 GREY HAWK CT, STE 200",,CARLSBAD,CA,920106664,San Diego County,(760) 602-8700,349,307,368,364," $23,076,334.00 "," $31,021,712.00 "," $2,648,546.00 "," $18,754.00 "," $2,694,634.00 "," $1,050,000.00 "," $2,432,747.00 "," $1,035,867.00 "," $3,627,417.00 "," $349,160.00 "," $27,334.00 ",,,2E2F2G2J2K2R2S2T3D,74,,,,,,,Y,,,364,307," $11,815.69 "," $7,924.26 "," $85,224.48 ",DC,PRINCIPAL LIFE INSURANCE COMPANY,CONTRACT ADMINISTRATOR,"18,614",Contract Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015190457NAL0007127840001,770120789,"SIERRA CIRCUITS, INC. 401(K) PLAN",,20251015,JOYCIE BAHL,334110,Computer and Peripheral Equipment Manufacturing,20241231,,,,JOYCIE BAHL,"SIERRA CIRCUITS, INC.","1098 WEST EVELYN AVE., #108",,SUNNYVALE,CA,94086,Santa Clara County,(408) 735-7137,406,417,577,548," $26,549,423.00 "," $30,943,714.00 "," $2,649,195.00 "," $81,235.00 "," $2,877,264.00 "," $600,000.00 ", $ -    ," $227,507.00 "," $2,258,275.00 "," $781,038.00 "," $109,496.00 "," $37,338.00 ",,2E2F2T3D2A2G2J2K2R2S,41,,,,,,Y,Y,,,548,417," $5,415.53 ", $ -    ," $56,466.63 ",DC,PRECEPT advisor GROUP LLC,INVESTMENT ADVISOR,"29,225",Investment advisory (plan),PENSION ASSURANCE LLP,AUDITOR,"15,750",Accounting (including auditing),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"15,556",Participant loan processing,HICKS PENSION SERVICES,CONTRACT ADMINISTRATOR,"22,623",Contract Administrator,TRUIST INSURANCE HOLDINGS LLC,INVESTMENT ADVISOR,"11,010",Investment advisory (plan),EMPOWER ANNUITY INS CO OF AMERICA,RECORDKEEPER,"2,090",Recordkeeping fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015083223NAL0004348049001,131247390,L'OREAL TRAVEL RETAIL AMERICAS INC. RETIREMENT PLAN,,20251015,JACQUELINE VARELA,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,20241231,,,20251015,JACQUELINE VARELA,"L'OREAL TRAVEL RETAIL AMERICAS, INC",6100 WATERFORD DISTRICT DR,SUITE 200,MIAMI,FL,33125,Miami-Dade County,(305) 262-7500,127,134,228,220," $29,827,508.00 "," $30,941,516.00 "," $4,895,253.00 "," $2,061.00 "," $4,911,227.00 "," $500,000.00 "," $419,249.00 "," $31,864.00 "," $1,157,752.00 "," $155,973.00 "," $13,913.00 ",,,2E2F2G2J2K2R2S2T3D3H,73,,,,,,,Y,,,220,134," $8,639.94 "," $3,128.72 "," $140,643.25 ",DC,T Rowe PRICE RPS Incorporated,NONE,"1,565","Recordkeeping and information management (computing, tabulating, data processing, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250912163636NAL0000918707001,943027961,INTERNEWS RETIREMENT PLAN,,20250912,EMILIE MARGELL,519100,Other Information Services,20241231,,,,EMILIE MARGELL,"INTERNEWS NETWORK, INC.",PO BOX 4448,,ARCATA,CA,95518,Humboldt County,(707) 826-2030,193,181,299,286," $25,990,541.00 "," $30,912,824.00 "," $1,717,167.00 "," $52,348.00 "," $1,769,981.00 "," $500,000.00 "," $1,466,627.00 "," $49,772.00 "," $1,712,774.00 "," $270,634.00 ", $466.00 , $ -    ,,2E2F2G2J2K2T3D2R,62,,,Y,,,,Y,,,286,181," $9,462.84 "," $8,102.91 "," $108,086.80 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"51,611",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014071658NAL0004908610001,061452971,"FAIRFIELD COUNTY HEALTHCARE ASSOCIATES, P.C. 401(K) PROFIT SHARING PLAN",,20251014,JUDY BORONA,621112,"Offices of Physicians, Mental Health Specialists",20241231,,,,JUDY BORONA,"FAIRFIELD COUNTY HEALTHCARE ASSOCIATES, P.C.",100 BEARD SAWMILL RD,,SHELTON,CT,06484,Fairfield County,(203) 452-6240,113,107,151,151," $35,348,112.00 "," $30,891,965.00 "," $9,573,877.00 "," $45,894.00 "," $9,636,605.00 "," $500,000.00 "," $764,092.00 "," $9,676.00 "," $646,515.00 "," $140,519.00 ",," $16,834.00 ",,2A2E2G2J2K2F2R3D2T,53,,,Y,,,,,,,151,107," $6,042.20 "," $7,141.05 "," $204,582.55 ",DC,CHARLES SCHWAB & CO INC,ADMINISTRATOR,"25,677",Investment management fees paid indirectly by plan,OSAIC FS Incorporated,BROKER/ADVISER,"21,447",Other commissions,LPL FINANCIAL LLC,BROKER/ADVISER,"16,238",Other commissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250930075243NAL0012951216001,650690931,FLORIDA HEART ASSOCIATES RETIREMENT PLAN,,20250930,JULIE SMITH,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,20250930,JULIE SMITH,"FLORIDA HEART ASSOCIATES, P.L.",1550 BARKLEY CIR,,FORT MYERS,FL,339074539,Lee County,(239) 938-2109,88,105,127,120," $25,907,947.00 "," $30,831,778.00 "," $528,820.00 "," $10,047.00 "," $538,867.00 "," $500,000.00 "," $660,988.00 "," $11,174.00 "," $762,428.00 "," $29,407.00 ",,,,2A2E2F2G2J2K2R2S2T3D,72,,,,,,,,,,120,105," $7,261.22 "," $6,295.12 "," $256,931.48 ",DC,PRINCIPAL LIFE INSURANCE COMPANY,CONTRACT ADMINISTRATOR,"10,047",Contract Administrator,KESTRA advisor SERVICES LLC,INVESTMENT ADVISOR,"37,410",Investment advisory (plan),MORNINGSTAR INVESTMENT MANAGEMENT L,INVESTMENT ADVISOR,0,Investment advisory (participants),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250926092924NAL0021312626001,352743592,"CHILTON INVESTMENT COMPANY, INC 401(K) PLAN",,20250926,BLAIRE MECK,523900,Other Financial Investment Activities,20241231,,,,BLAIRE MECK,CHILTON INVESTMENT COMPANY INC.,1290 E MAIN ST,,STAMFORD,CT,06902,Fairfield County,(203) 352-4000,97,96,142,135," $24,639,676.00 "," $30,810,999.00 "," $748,064.00 "," $58,529.00 "," $806,593.00 "," $4,000,000.00 "," $296,292.00 "," $312,515.00 "," $1,561,194.00 "," $68,936.00 ", $ -    , $ -    ,,2F2G2J2K2S2T3H3D2E2R,73,,,,,,,,,,135,96," $16,262.44 "," $3,086.38 "," $228,229.63 ",DC,ONEDIGITAL INVESTMENT ADVISORS LLC,ADVISOR,"31,456",Investment advisory (plan),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"27,073",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250923150638NAL0006506625001,630758227,BIRMINGHAM GASTROENTEROLOGY ASSOCIATES PC 401(K) PROFIT SHARING PLAN,,20250923,JENNIFER PITTMAN,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,JENNIFER PITTMAN,BIRMINGHAM GASTROENTEROLOGY ASSOCIATES PC,1 INDEPENDENCE PLAZA SUITE 900,,BIRMINGHAM,AL,35209,Jefferson County,(205) 271-8019,84,85,119,119," $29,184,073.00 "," $30,804,713.00 "," $3,302,777.00 "," $89,128.00 "," $3,391,905.00 "," $500,000.00 "," $641,312.00 "," $101,800.00 "," $502,790.00 ",, $ -    ,,,2E2F2G2J2R2A2T3D,51,,,Y,,,,,,,119,85," $5,915.18 "," $7,544.85 "," $258,863.13 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250930133102NAL0016557059001,770181453,"NASIF, HICKS, HARRIS & CO. 401(K) PROFIT SHARING PLAN",,20250930,SARAH TURNER,541211,Offices of Certified Public Accountants,20241231,,,,SARAH TURNER,"NASIF, HICKS, HARRIS & CO., LLP","104 W. ANAPAMU ST., STE. B",,SANTA BARBARA,CA,93101,Santa Barbara County,(805) 966-1521,68,83,89,80," $24,858,607.00 "," $30,729,774.00 "," $100,304.00 "," $1,783.00 "," $102,087.00 "," $500,000.00 "," $867,998.00 "," $167,146.00 "," $1,083,556.00 ",, $ -    , $ -    ,,2A2E2F2G2J2K2T3D2R,84,,,Y,,,,,,,80,83," $13,054.89 "," $10,457.81 "," $384,122.19 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251006092255NAL0001948835001,060512640,ROBINSON & COLE EMPLOYEE SAVINGS PLAN,,20251006,MICHAEL ORCE,541110,Offices of Lawyers,20241231,,,,MICHAEL ORCE,ROBINSON & COLE LLP,ONE STATE STREET,,HARTFORD,CT,06103,Hartford County,(860) 275-8200,129,158,250,224," $26,568,113.00 "," $30,725,097.00 "," $1,315,561.00 "," $70,149.00 "," $1,385,710.00 "," $500,000.00 "," $151,791.00 "," $142,347.00 "," $2,092,236.00 "," $155,087.00 ",,,,2E2F2G2J2K2R2S2T3H,48,,,,,,,,,,224,158," $13,242.00 ", $960.70 ," $137,165.61 ",DC,T Rowe PRICE RPS Incorporated,NONE,"22,877","Recordkeeping and information management (computing, tabulating, data processing, etc.)",GRANT THORNTON LLP,NONE,"21,000",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250826113049NAL0004415571001,650625113,E-MED LLP PROFIT SHARING PLAN,,,,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,EVAN GOLDSTEIN,E-MED LLP,800 MEADOWS ROAD,,BOCA RATON,FL,33486,Palm Beach County,(561) 362-5066,19,19,19,19," $25,957,963.00 "," $30,679,256.00 "," $379,318.00 ", $ -    ," $379,318.00 "," $500,000.00 "," $1,040,028.00 ",, $ -    ,,,,,2E2G2R3D3H,78,Y,Y,,,Y,,,Y,,19,19,," $54,738.32 "," $1,614,697.63 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250828120811NAL0005539411001,593359107,"SIGNATURE BRANDS, LLC 401(K) SAVINGS PLAN",(859) 386-4199,20250828,JEAN MOLONEY,311300,Sugar and Confectionery Product Manufacturing,20241231,,,,JEAN MOLONEY,"SIGNATURE BRANDS, LLC",808 SW 12TH STREET,,OCALA,FL,34471,Marion County,(352) 622-3134,428,380,481,471," $27,355,888.00 "," $30,676,117.00 "," $3,329,260.00 "," $21,561.00 "," $3,369,060.00 "," $1,000,000.00 "," $431,222.00 "," $531,056.00 "," $1,504,190.00 "," $548,295.00 "," $2,779.00 "," $15,460.00 ",,2G2J2K2S3H2T2E2F3D2R,50,,,,,,,Y,,,471,380," $3,958.39 "," $1,134.79 "," $65,129.76 ",DC,FIDELITY WORKPLACE SERVICES LLC,ADMINISTRATOR,"14,972",Plan Administrator,STRATEGIC ADVISORS Incorporated,ADVISOR,"6,621",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250731150547NAL0003180499001,951644593,MBKU 401(A) RETIREMENT PLAN,,20250731,LORI JACKLIN,611000,Educational Services,20241231,,,,LORI JACKLIN,MARSHALL B. KETCHUM UNIVERSITY,2575 YORBA LINDA BLVD.,,FULLERTON,CA,928311615,Orange County,(714) 449-7400,209,214,293,271," $26,614,809.00 "," $30,629,206.00 "," $1,197,400.00 "," $54,059.00 "," $1,251,459.00 "," $500,000.00 "," $1,310,248.00 ",,,,,,,2C2F2G2R3D2T,66,,,,,,,,,,271,214,," $6,122.65 "," $113,022.90 ",DC,LINCOLN NATIONAL CORPORATION,SERVICE PROVIDER,"42,853",Contract Administrator,BENEFIT FUNDING SERVICES GROUP,CONSULTANT,"11,206",Consulting (general),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251009140810NAL0003980275001,200214594,DAIWA CORPORATE ADVISORY 401(K) LLC PLAN,,20251009,ROLANDO MUNOZ,523110,Investment Banking and Securities Dealing,20241231,,,,ROLANDO MUNOZ,DAIWA CORPORATE ADVISORY LLC,1425 K STREET,SUITE 900,WASHINGTON,DC,20005,District of Columbia,(212) 904-9495,119,118,232,223," $26,475,911.00 "," $30,603,140.00 "," $3,559,541.00 ", $863.00 ," $3,560,404.00 "," $700,000.00 ", $ -    ," $1,211,128.00 "," $1,935,056.00 "," $164,149.00 ", $ -    , $ -    ,,2A2E2F2G2J2K2R2T3D3F3H,70,,,Y,,,,,,,223,118," $16,398.78 ", $ -    ," $137,233.81 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,863,Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251112081911NAL0006303489001,883711687,COLLIER ENTERPRISES 401(K) PLAN,,20251111,CHERYL PAVLICK,531110,Lessors of Residential Buildings and Dwellings,20241231,,,20251112,WILLIAM PERCIVAL,TARPON BLUE CE MANAGEMENT LLC,999 VANDERBILT BEACH ROAD,SUITE 507,NAPLES,FL,34108,Collier County,(239) 261-4455,13,15,179,175," $28,916,741.00 "," $30,561,439.00 "," $2,455,392.00 "," $72,901.00 "," $2,528,293.00 "," $10,000,000.00 "," $145,626.00 ",," $214,005.00 ",,,,,2A2E2F2G2J2K2R2T3D3H,67,,,Y,,,,,,,175,15," $14,267.00 "," $9,708.40 "," $174,636.80 ",DC,RSM US LLP,NONE,"30,450",Accounting (including auditing),SCHWAB RETIREMENT PLAN SERVICES Incorporated,NONE,"27,452","Recordkeeping and information management (computing, tabulating, data processing, etc.)",ADVANCED CAPITAL GROUP,NONE,"15,000",Investment management,CHARLES SCHWAB & CO INC,NONE,24,Securities brokerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250110155310NAL0014189473001,854294289,HERITAGE 401(K) PLAN,,20250110,LYLE MCVICAR,311500,Dairy Product Manufacturing,20240331,,,,LYLE MCVICAR,"HERITAGE COMPANIES, LLC",PO BOX 668,,DOWNEY,CA,90241,Los Angeles County,(562) 927-5511,738,928,977,270," $24,387,102.00 "," $30,548,210.00 "," $2,465,764.00 "," $22,473.00 "," $2,497,288.00 "," $1,000,000.00 "," $760,644.00 "," $230,990.00 "," $1,718,835.00 "," $535,542.00 ", $ -    ," $9,051.00 ",,2F2G2J2K2T2E3D2R,48,,,Y,,,,,,,270,928," $1,852.19 ", $819.66 ," $113,141.52 ",DC,FIDUCIARY EXPERTS LLC,ADVISOR,"15,000",Investment advisory (plan),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"7,598",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014114902NAL0005772530001,200910111,UNITED BUSINESS BANK 401(K) PLAN,,20251014,KEARY COLWELL,522110,Commercial Banking,20241231,,,,KEARY COLWELL,UNITED BUSINESS BANK,"500 YGNACIO VALLEY ROAD, SUITE 200",,WALNUT CREEK,CA,94596,Contra Costa County,(925) 476-1817,349,302,433,382," $28,135,635.00 "," $30,542,995.00 "," $4,594,757.00 "," $143,516.00 "," $4,738,214.00 "," $2,000,000.00 "," $879,780.00 "," $444,785.00 "," $2,058,400.00 "," $332,781.00 ",, $(59.00),,2E2F2G2J2K2R2S2T3D,41,,,,,,,,,,382,302," $6,815.89 "," $2,913.18 "," $79,955.48 ",DC,TRANSAMERICA RETIREMENT SOLUTIONS,RECORDKEEPER,"43,399","Recordkeeping and information management (computing, tabulating, data processing, etc.)",BAYBRIDGE CAPITAL GROUP LLC,INVESTMENT ADVISORY - PL,"37,500",Investment advisory (plan),REDWOOD PENSIONS LLC,TPA,"13,660","Recordkeeping and information management (computing, tabulating, data processing, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250930092847NAL0016283123001,841520625,OB/GYN AFFILIATES 401(K) PROFIT SHARING PLAN,(855) 711-5283,20250930,WENDI NEWTON,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,WENDI NEWTON,OB/GYN AFFILIATES,"1745 SHEA CENTER DRIVE, #400",,LITTLETON,CO,80129,Douglas County,(920) 434-9486,190,194,266,242," $29,464,617.00 "," $30,426,950.00 "," $5,377,085.00 "," $191,076.00 "," $5,568,161.00 "," $500,000.00 "," $1,357,336.00 "," $12,053.00 "," $1,182,820.00 "," $100,260.00 ",,,,2A2E2J2K2F2G2R3D3H,41,,Y,Y,,,Y,,,,242,194," $6,097.01 "," $6,996.58 "," $125,731.20 ",DC,UBS FINANCIAL SERVICES Incorporated,INVEST ADV - PLAN,"59,566",Consulting (pension),TRANSAMERICA RETIREMENT SOLUTIONS,RECORDKEEPER,"24,229","Recordkeeping and information management (computing, tabulating, data processing, etc.)",RYAN GUNSAULS & O'DONNELL LLC,AUDITOR,"13,000",Accounting (including auditing),FUTUREPLAN BY ASCENSUS,RECORDKEEPER,"9,873","Recordkeeping and information management (computing, tabulating, data processing, etc.)",TRANSAMERICA TRUST COMPANY,TRUSTEE,167,"Trustee (bank, trust company, or similar financial institution)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250625155444NAL0008285249001,943391400,"MILLS PENINSULA EMERGENCY MEDICAL ASSOCIATES, INC. PROFIT SHARING PLAN",,20250625,TRAVIS HEINING,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,TRAVIS HEINING,"MILLS PENINSULA EMERGENCY MEDICAL ASSOCIATES, INC.","1720 MARCO POLO WAY, SUITE I",,BURLINGAME,CA,94010,San Mateo County,(650) 697-1051,22,21,29,28," $29,224,006.00 "," $30,385,951.00 "," $4,508,515.00 "," $47,280.00 "," $4,555,795.00 "," $500,000.00 "," $1,216,253.00 ",," $75,074.00 "," $38,318.00 ",,,,2E2F2G2J2R3D,62,,Y,Y,,,,,,,28,21," $3,574.95 "," $57,916.81 "," $1,085,212.63 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250529105740NAL0007260689001,841596610,CAMBIAR INVESTORS LLC PROFIT SHARING PLAN AND TRUST,,20250529,CHRISTINE SIMON,523900,Other Financial Investment Activities,20241231,,,,CHRISTINE SIMON,CAMBIAR INVESTORS LLC,200 COLUMBINE STREET,SUITE 800,DENVER,CO,80206,Denver County,(303) 302-9000,39,37,49,49," $28,132,884.00 "," $30,339,709.00 "," $2,787,026.00 "," $8,552.00 "," $2,795,578.00 "," $500,000.00 "," $704,498.00 "," $559,331.00 "," $606,340.00 ",, $ -    , $ -    ,,2E2F2G2J2K2T3D2R,73,,,Y,,,,,,,49,37," $16,387.57 "," $19,040.49 "," $619,177.69 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014174831NAL0001722835001,953095484,"TOMARCO CONTRACTOR SPECIALTIES, INC. 401(K) PLAN",,20251014,JOSEPH HENDRIX,444190,Other Building Material Dealers,20241231,,,,JOSEPH HENDRIX,"TOMARCO CONTRACTOR SPECIALTIES, INC.",14848 NORTHAM STREET,,LA MIRADA,CA,90638,Los Angeles County,(714) 523-1771,573,788,865,732," $24,721,462.00 "," $30,327,277.00 "," $1,050,782.00 "," $117,591.00 "," $1,176,412.00 "," $500,000.00 ", $ -    ," $154,027.00 "," $3,100,905.00 "," $746,029.00 ", $ -    ," $8,039.00 ",,2S2F2G2J2K2T2E3D2R,25,,,,,,,,,,732,788," $3,935.16 ", $ -    ," $41,430.70 ",DC,MMA SECURITIES,ADVISOR,"66,592",Investment advisory (plan),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"50,999",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251001135846NAL0014376496001,201072226,KOOTENAI IMAGING 401(K)PLAN,,,,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,SCOTT VENERA,KOOTENAI IMAGING DBA RADIOLOGY ASSOCIATES OF NORTH IDAHO,"700 W. IRONWOOD DRIVE, SUITE 175",,COEUR D ALENE,ID,83814,Kootenai County,(208) 666-2376,25,25,26,26," $25,341,996.00 "," $30,317,673.00 ",," $113,900.00 "," $113,900.00 "," $500,000.00 "," $443,706.00 ",," $879,505.00 ",,,,,2A2E2G2J2K2R3D,55,Y,Y,Y,,,,,Y,,26,25," $35,180.20 "," $17,748.24 "," $1,166,064.25 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250811093102NAL0020375442001,631108832,"SMITH, SPIRES AND PEDDY, P.C. 401(K) PROFIT SHARING PLAN",(855) 711-5283,20250811,WENDI NEWTON,541110,Offices of Lawyers,20241231,,,,WENDI NEWTON,"SMITH, SPIRES, PEDDY, HAMILTON & COLEMAN, P.C.",3500 COLONNADE PARKWAY,SUITE 350,BIRMINGHAM,AL,35243,Jefferson County,(205) 251-5885,33,28,47,46," $24,841,867.00 "," $30,275,046.00 "," $602,136.00 "," $76,053.00 "," $678,189.00 "," $2,483,922.00 "," $98,099.00 "," $7,249.00 "," $242,140.00 ",, $ -    ,,,2A2E2F2G2J2K2R2T3D,66,,,Y,,,,,,,46,28," $8,647.86 "," $3,503.54 "," $658,153.19 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
